Produkt - Produkt,Kassationsårsag (ui),Stk. tøj per kassationsdato,Dage i cirkulation,Total antal vask,Unik Kode (ui),Kategori
23180 Tunika da m trykknap Ocean,Alm.slid uden restværdi,1,854,44,30155C97D461A7C0010A37C1,Andet
22318 Softshell Blackpool kl2 gu/m,"Kass. af RETUR,MINIMU,afmeld",1,818,1,30155C97D461A7C002BB7956,Andet
22318 Softshell Blackpool kl2 gu/m,"Kass. af RETUR,MINIMU,afmeld",1,818,1,30155C97D461A7C002BB79AD,Andet
00591 Hovedtørklæde m.blå m.ela,Bortkommet med restværdi,1,810,2,30155C97D461A7C0016B58BC,Andet
13416 Hovedtørklæde blå 100x100,Alm.slid uden restværdi,1,810,19,00D009C1C568,Andet
11523 Arb.Sko Sievi Roller S3,BTS fejl uden restværdi,1,792,13,00D00B560285,Andet
22569 Termoundertrøje zip-hals sort,Misligholdt med restværdi,1,791,54,30155C97D461A7C0024080B9,Andet
22319 Softshell Blackpool kl2 or/g,Misligholdt med restværdi,1,780,14,30155C97D461A7C002036742,Andet
25179 Pull on uni CSR dark rock,Alm.slid uden restværdi,1,775,37,30155C97D461A7C0023F410B,Andet
04154 Ben Dame M/Skrål HV P/B,Misligholdt med restværdi,1,772,45,30155C97D461A7C0026369F9,Andet
22569 Termoundertrøje zip-hals sort,BTS fejl uden restværdi,1,772,7,30155C97D461A7C0029044AC,Andet
09886 Kokkeja tryk k/æ bordeaux,Udgået Model,1,771,6,30155C97D461A7C00281F6FD,Andet
03643 Arb.Sko Al Hit 2XL+ S3HRO,BTS fejl uden restværdi,1,770,2,00D00AF48DE9,Andet
23193 Nederdel Mind,Alm.slid uden restværdi,1,760,8,30155C97D461A7C000EF2AB7,Andet
22569 Termoundertrøje zip-hals sort,Misligholdt med restværdi,1,756,51,30155C97D461A7C002408071,Andet
04969 Vaskenet 50X70 Hvid M Fane,Bortkommet med restværdi,1,751,2,30155C97D461A7C002678C33,Andet
22569 Termoundertrøje zip-hals sort,Misligholdt med restværdi,1,749,40,30155C97D461A7C00240810F,Andet
22569 Termoundertrøje zip-hals sort,Misligholdt med restværdi,1,749,12,30155C97D461A7C0029036CF,Andet
03643 Arb.Sko Al Hit 2XL+ S3HRO,BTS fejl uden restværdi,1,729,1,00D00B4E909C,Andet
03643 Arb.Sko Al Hit 2XL+ S3HRO,BTS fejl uden restværdi,1,729,1,00D00B4E93EA,Andet
22569 Termoundertrøje zip-hals sort,Misligholdt med restværdi,1,728,53,30155C97D461A7C002697436,Andet
22569 Termoundertrøje zip-hals sort,Misligholdt med restværdi,1,725,33,30155C97D461A7C00240809B,Andet
01754 Rullekrave Bluse Hvid Bomuld,Misligholdt med restværdi,1,724,29,30155C97D461A6C0001AF2DD,Andet
09104 Cardigan Vask,"Kass. af RETUR,MINIMU,afmeld",1,682,1,000098662839,Andet
25179 Pull on uni CSR dark rock,Ødelagt af lommefyld uden restværdi,1,678,76,30155C97D461A7C0028157B1,Andet
09104 Cardigan Vask,"Kass. af RETUR,MINIMU,afmeld",1,673,1,000098663253,Andet
09104 Cardigan Vask,"Kass. af RETUR,MINIMU,afmeld",1,673,3,000098663257,Andet
09104 Cardigan Vask,"Kass. af RETUR,MINIMU,afmeld",1,673,1,000098663258,Andet
09104 Cardigan Vask,"Kass. af RETUR,MINIMU,afmeld",1,673,3,000098663259,Andet
09104 Cardigan Vask,"Kass. af RETUR,MINIMU,afmeld",1,673,1,000098663260,Andet
09104 Cardigan Vask,"Kass. af RETUR,MINIMU,afmeld",1,673,2,000098663261,Andet
09104 Cardigan Vask,"Kass. af RETUR,MINIMU,afmeld",1,673,1,000098663262,Andet
22318 Softshell Blackpool kl2 gu/m,"Kass. af RETUR,MINIMU,afmeld",1,672,1,30155C97D461A6C00043F79D,Andet
22569 Termoundertrøje zip-hals sort,Alm.slid uden restværdi,1,658,52,30155C97D461A6C00023FAF9,Andet
22569 Termoundertrøje zip-hals sort,Misligholdt med restværdi,1,658,50,30155C97D461A6C00081EAB2,Andet
22569 Termoundertrøje zip-hals sort,Misligholdt med restværdi,1,654,51,30155C97D461A6C00023FBDF,Andet
23180 Tunika da m trykknap Ocean,Alm.slid uden restværdi,1,643,13,30155C97D461A7C000D5DA9E,Andet
25179 Pull on uni CSR dark rock,Udgået Model,1,627,35,30155C97D461A7C002829309,Andet
26006 Sikh.sko Move sort/grå S1P,Misligholdt med restværdi,1,623,1,00D00AEF981B,Andet
25389 Softshell Arla grøn/gul,Alm.slid uden restværdi,1,617,11,30155C97D461A7C00261EF18,Andet
12612 Cardigan m/kontra uni mblå,Alm.slid uden restværdi,1,606,11,30155C97D461A6C00081AAB5,Andet
13345 Halsedisse Kalmar mblå,Alm.slid uden restværdi,1,599,24,30155C97D461A6C000423003,Andet
25021 Cardigan m/kontrast lady grå,Alm.slid uden restværdi,1,598,19,30155C97D461A7C001F6FDDB,Andet
13345 Halsedisse Kalmar mblå,Alm.slid uden restværdi,1,591,13,30155C97D461A6C0004230A3,Andet
22238 Strikbluse m V herre Scania,Alm.slid uden restværdi,1,586,10,30155C97D461A7C000A86546,Andet
09104 Cardigan Vask,"Kass. af RETUR,MINIMU,afmeld",1,576,11,000098669272,Andet
09104 Cardigan Vask,"Kass. af RETUR,MINIMU,afmeld",1,576,6,000098669273,Andet
12612 Cardigan m/kontra uni mblå,Alm.slid uden restværdi,1,571,4,30155C97D461A6C000B1F92A,Andet
23188 Nederdel Cheans,Alm.slid uden restværdi,1,570,17,30155C97D461A6C000ACAF84,Andet
10243 Strikketrøje vask,"Kass. af RETUR,MINIMU,afmeld",1,542,1,000098671058,Andet
09104 Cardigan Vask,"Kass. af RETUR,MINIMU,afmeld",1,533,1,000098671865,Andet
09104 Cardigan Vask,"Kass. af RETUR,MINIMU,afmeld",1,533,5,000098671866,Andet
09104 Cardigan Vask,"Kass. af RETUR,MINIMU,afmeld",1,533,7,000098671867,Andet
13605 Arb sand Atlas SL46 Blue S1,BTS fejl uden restværdi,1,525,1,00D00AF04B17,Andet
12736 Arb.skAtlas Alutec165 XL S1P,BTS fejl uden restværdi,1,520,2,00D00AEF992A,Andet
13345 Halsedisse Kalmar mblå,Alm.slid uden restværdi,1,517,12,30155C97D461A6C00081FCDD,Andet
13302 Arb.støvle HKSDK V5 S3,Misligholdt med restværdi,1,499,6,00D00AEF934D,Andet
13426 Termoundertrøje sort,"Kass. af RETUR,MINIMU,afmeld",1,491,3,30155C97D461A6C0004A0FB6,Andet
07297 Kokkeben Dame HV/So M/Lyn Pb,Udgået Model,1,490,8,30155C97D461A7C001C4F1AB,Andet
12280 Undertrøje sort dame P/B,Udgået Model,1,482,7,30155C97D461A7C0024495EA,Andet
22169 Kasket m/net grå,"Kass. af RETUR,MINIMU,afmeld",1,468,0,000098676492,Andet
22169 Kasket m/net grå,"Kass. af RETUR,MINIMU,afmeld",1,468,0,000098676493,Andet
22169 Kasket m/net grå,"Kass. af RETUR,MINIMU,afmeld",1,468,0,000098676494,Andet
22169 Kasket m/net grå,"Kass. af RETUR,MINIMU,afmeld",1,468,0,000098676495,Andet
12280 Undertrøje sort dame P/B,Udgået Model,1,452,5,30155C97D461A7C00211AD30,Andet
12280 Undertrøje sort dame P/B,Udgået Model,1,452,4,30155C97D461A7C00211AD8D,Andet
12280 Undertrøje sort dame P/B,Udgået Model,1,452,4,30155C97D461A7C00211ADBF,Andet
12280 Undertrøje sort dame P/B,Udgået Model,1,452,5,30155C97D461A7C00211AEF3,Andet
23180 Tunika da m trykknap Ocean,Alm.slid uden restværdi,1,448,2,30155C97D461A7C00109BF58,Andet
26434 Halsvarmer Hvid,Misligholdt med restværdi,1,447,3,30155C97D461A7C001E4DD94,Andet
04969 Vaskenet 50X70 Hvid M Fane,"Kass. af RETUR,MINIMU,afmeld",1,436,11,30155C97D461A6C00073B17B,Andet
04969 Vaskenet 50X70 Hvid M Fane,"Kass. af RETUR,MINIMU,afmeld",1,436,1,30155C97D461A6C00073B253,Andet
28397 Halvbussero dame lblå Nature,Alm.slid uden restværdi,1,436,45,30155C97D461A6C0003BD3B7,Andet
09834 Tunika dame v/hals grå,BTS fejl uden restværdi,1,430,17,30155C97D461A6C0004A1C8A,Andet
23180 Tunika da m trykknap Ocean,BTS fejl uden restværdi,1,426,14,30155C97D461A7C000EA8AC2,Andet
23180 Tunika da m trykknap Ocean,Alm.slid uden restværdi,1,425,11,30155C97D461A7C0011A3A8A,Andet
07297 Kokkeben Dame HV/So M/Lyn Pb,Udgået Model,1,421,1,30155C97D461A6C001084E3A,Andet
22169 Kasket m/net grå,"Kass. af RETUR,MINIMU,afmeld",1,420,0,000098679289,Andet
22169 Kasket m/net grå,"Kass. af RETUR,MINIMU,afmeld",1,420,0,000098679290,Andet
22169 Kasket m/net grå,"Kass. af RETUR,MINIMU,afmeld",1,420,0,000098679291,Andet
22169 Kasket m/net grå,"Kass. af RETUR,MINIMU,afmeld",1,420,0,000098679292,Andet
07297 Kokkeben Dame HV/So M/Lyn Pb,Udgået Model,1,415,12,30155C97D461A6C001024F5F,Andet
07297 Kokkeben Dame HV/So M/Lyn Pb,Udgået Model,1,415,12,30155C97D461A6C001084CC8,Andet
07297 Kokkeben Dame HV/So M/Lyn Pb,Udgået Model,1,415,1,30155C97D461A6C001084E2D,Andet
07297 Kokkeben Dame HV/So M/Lyn Pb,Udgået Model,1,415,1,30155C97D461A6C001084E3F,Andet
07297 Kokkeben Dame HV/So M/Lyn Pb,Udgået Model,1,415,1,30155C97D461A6C001084E8B,Andet
23180 Tunika da m trykknap Ocean,Bortkommet med restværdi,1,414,3,30155C97D461A7C00109CBD1,Andet
23180 Tunika da m trykknap Ocean,Bortkommet med restværdi,1,414,3,30155C97D461A7C0011A4C69,Andet
23180 Tunika da m trykknap Ocean,Bortkommet med restværdi,1,414,2,30155C97D461A7C0011A4CCD,Andet
23180 Tunika da m trykknap Ocean,Bortkommet med restværdi,1,414,3,30155C97D461A7C0011A4D58,Andet
23180 Tunika da m trykknap Ocean,Bortkommet med restværdi,1,414,3,30155C97D461A7C0011A4D78,Andet
03359 Arb.Sko B2 M/Søm S3,BTS fejl uden restværdi,1,413,1,00D00AF04D92,Andet
22569 Termoundertrøje zip-hals sort,Misligholdt med restværdi,1,405,21,30155C97D461A6C00013CA85,Andet
12280 Undertrøje sort dame P/B,Udgået Model,1,401,13,30155C97D461A7C002910360,Andet
12280 Undertrøje sort dame P/B,Udgået Model,1,401,13,30155C97D461A7C0029103A9,Andet
12280 Undertrøje sort dame P/B,Udgået Model,1,401,5,30155C97D461A7C0029103E8,Andet
12280 Undertrøje sort dame P/B,Udgået Model,1,401,8,30155C97D461A7C0029103F9,Andet
12280 Undertrøje sort dame P/B,Udgået Model,1,401,11,30155C97D461A7C00291041C,Andet
01754 Rullekrave Bluse Hvid Bomuld,Misligholdt med restværdi,1,398,14,30155C97D461A6C000E2EBAA,Andet
26006 Sikh.sko Move sort/grå S1P,Misligholdt med restværdi,1,392,1,00D00AEFB858,Andet
23180 Tunika da m trykknap Ocean,BTS fejl uden restværdi,1,382,8,30155C97D461A7C0011A36A4,Andet
23193 Nederdel Mind,Alm.slid uden restværdi,1,358,9,30155C97D461A7C000E977C8,Andet
23193 Nederdel Mind,Alm.slid uden restværdi,1,358,7,30155C97D461A7C00103FDAB,Andet
03359 Arb.Sko B2 M/Søm S3,BTS fejl uden restværdi,1,356,2,00D00AEF9486,Andet
09104 Cardigan Vask,"Kass. af RETUR,MINIMU,afmeld",1,346,1,000098683802,Andet
09104 Cardigan Vask,"Kass. af RETUR,MINIMU,afmeld",1,346,1,000098683803,Andet
28397 Halvbussero dame lblå Nature,Alm.slid uden restværdi,1,340,36,30155C97D461A6C0009E55E6,Andet
28397 Halvbussero dame lblå Nature,Alm.slid uden restværdi,1,339,28,30155C97D461A6C0010233FB,Andet
09104 Cardigan Vask,"Kass. af RETUR,MINIMU,afmeld",1,336,1,000098684559,Andet
09104 Cardigan Vask,"Kass. af RETUR,MINIMU,afmeld",1,336,1,000098684560,Andet
09104 Cardigan Vask,"Kass. af RETUR,MINIMU,afmeld",1,336,1,000098684561,Andet
13426 Termoundertrøje sort,Misligholdt med restværdi,1,334,2,30155C97D461A6C000CD422C,Andet
13426 Termoundertrøje sort,Misligholdt med restværdi,1,334,4,30155C97D461A6C000CD42AF,Andet
13426 Termoundertrøje sort,Misligholdt med restværdi,1,334,1,30155C97D461A6C000CD43DE,Andet
24009 Sko Robotic BOA S1P,Misligholdt med restværdi,1,330,2,00D00AF005CD,Andet
03424 Sandal R2 m/søm S1P,BTS fejl uden restværdi,1,316,1,00D00AF01327,Andet
23180 Tunika da m trykknap Ocean,Alm.slid uden restværdi,1,295,13,30155C97D461A6C0015B67C0,Andet
28397 Halvbussero dame lblå Nature,Alm.slid uden restværdi,1,285,20,30155C97D461A6C0003BD396,Andet
23193 Nederdel Mind,Bortkommet med restværdi,1,281,2,30155C97D461A7C00144FEB0,Andet
22169 Kasket m/net grå,"Kass. af RETUR,MINIMU,afmeld",1,273,0,000098688758,Andet
22169 Kasket m/net grå,"Kass. af RETUR,MINIMU,afmeld",1,273,0,000098688759,Andet
22169 Kasket m/net grå,"Kass. af RETUR,MINIMU,afmeld",1,273,0,000098688760,Andet
22169 Kasket m/net grå,"Kass. af RETUR,MINIMU,afmeld",1,273,0,000098688761,Andet
13789 Softshell Tampa sort Indust,Udgået Model,1,269,0,30155C97D461A4C000629F92,Andet
22569 Termoundertrøje zip-hals sort,Misligholdt med restværdi,1,267,23,30155C97D461A6C00013CB21,Andet
12280 Undertrøje sort dame P/B,Udgået Model,1,261,10,30155C97D461A4C00092EFB1,Andet
23180 Tunika da m trykknap Ocean,Alm.slid uden restværdi,1,260,22,30155C97D461A7C0011A49FC,Andet
12280 Undertrøje sort dame P/B,Udgået Model,1,259,7,30155C97D461A4C00092EF01,Andet
12280 Undertrøje sort dame P/B,Udgået Model,1,259,10,30155C97D461A4C00092EFB2,Andet
12280 Undertrøje sort dame P/B,Udgået Model,1,259,9,30155C97D461A4C00092EFCA,Andet
23180 Tunika da m trykknap Ocean,Alm.slid uden restværdi,1,253,18,30155C97D461A7C000EA8981,Andet
23180 Tunika da m trykknap Ocean,Alm.slid uden restværdi,1,253,18,30155C97D461A7C000EA98F3,Andet
23180 Tunika da m trykknap Ocean,Udgået Model,1,253,17,30155C97D461A7C00109C11F,Andet
00591 Hovedtørklæde m.blå m.ela,Bortkommet med restværdi,1,248,1,30155C97D461A6C00165E32B,Andet
00591 Hovedtørklæde m.blå m.ela,Bortkommet med restværdi,1,248,1,30155C97D461A6C00165E341,Andet
00591 Hovedtørklæde m.blå m.ela,Bortkommet med restværdi,1,248,1,30155C97D461A6C00165E35A,Andet
00591 Hovedtørklæde m.blå m.ela,Bortkommet med restværdi,1,248,2,30155C97D461A6C00165E3B3,Andet
00591 Hovedtørklæde m.blå m.ela,Bortkommet med restværdi,1,248,2,30155C97D461A6C00165E3ED,Andet
00591 Hovedtørklæde m.blå m.ela,Alm.slid uden restværdi,1,202,5,300ED89F3350004000D33EFA,Andet
27363 Unisex Fusion Shirt,Alm.slid uden restværdi,1,198,5,30155C97D461A6C001605806,Andet
22569 Termoundertrøje zip-hals sort,Misligholdt med restværdi,1,193,16,30155C97D461A6C00013CC0D,Andet
27362 Dame Fusion Shirt blue dark,Misligeholdt pga blæk,1,190,4,30155C97D461A6C000894936,Andet
27363 Unisex Fusion Shirt,Alm.slid uden restværdi,1,169,16,30155C97D461A6C000EE33F5,Andet
27363 Unisex Fusion Shirt,Alm.slid uden restværdi,1,169,16,30155C97D461A6C0016056A2,Andet
27363 Unisex Fusion Shirt,Alm.slid uden restværdi,1,169,10,30155C97D461A6C00160588E,Andet
23193 Nederdel Mind,Alm.slid uden restværdi,1,164,10,30155C97D461A4C000669D66,Andet
27029 Cardigan marine Prowear,Bortkommet med restværdi,1,161,1,30155C97D461A4C000923E46,Andet
27363 Unisex Fusion Shirt,Alm.slid uden restværdi,1,161,13,30155C97D461A6C0016058E4,Andet
04154 Ben Dame M/Skrål HV P/B,Misligholdt med restværdi,1,155,11,30155C97D461A7C0026B4123,Andet
12754 Cardigan m/kontras lady navy,Udgået Model,1,153,1,30155C97D461A6C00081ABD0,Andet
27362 Dame Fusion Shirt blue dark,Alm.slid uden restværdi,1,151,8,30155C97D461A6C001141D17,Andet
12280 Undertrøje sort dame P/B,Udgået Model,1,149,7,30155C97D461A6C0010D80F9,Andet
12280 Undertrøje sort dame P/B,Udgået Model,1,149,6,30155C97D461A6C0010D814B,Andet
27029 Cardigan marine Prowear,Alm.slid uden restværdi,1,145,3,30155C97D461A4C000923E78,Andet
22320 Softshell Blackpool kl2 rø/g,BTS fejl uden restværdi,1,143,0,30155C97D461A7C00072BB9D,Andet
10243 Strikketrøje vask,"Kass. af RETUR,MINIMU,afmeld",1,133,0,000098698575,Andet
10243 Strikketrøje vask,"Kass. af RETUR,MINIMU,afmeld",1,133,0,000098698576,Andet
24616 Cardigan dame marine,Alm.slid uden restværdi,1,126,2,30155C97D461A7C0023BEB70,Andet
22319 Softshell Blackpool kl2 or/g,Misligholdt med restværdi,1,117,5,30155C97D461A4C001019831,Andet
23193 Nederdel Mind,Alm.slid uden restværdi,1,110,2,30155C97D461A7C00103FC54,Andet
23193 Nederdel Mind,Alm.slid uden restværdi,1,110,3,30155C97D461A7C00103FD6B,Andet
28823 Softshell dame sort Light,Alm.slid uden restværdi,1,86,2,30155C97D461A4C000D553E1,Andet
27362 Dame Fusion Shirt blue dark,Bortkommet med restværdi,1,77,1,30155C97D461A6C001B272C5,Andet
27362 Dame Fusion Shirt blue dark,Bortkommet med restværdi,1,77,1,30155C97D461A6C001B272C6,Andet
27362 Dame Fusion Shirt blue dark,Bortkommet med restværdi,1,77,1,30155C97D461A6C001B272D3,Andet
27362 Dame Fusion Shirt blue dark,Bortkommet med restværdi,1,77,1,30155C97D461A6C001B272D8,Andet
27362 Dame Fusion Shirt blue dark,Bortkommet med restværdi,1,77,1,30155C97D461A6C001B276D5,Andet
27362 Dame Fusion Shirt blue dark,Bortkommet med restværdi,1,77,2,30155C97D461A6C001B277DF,Andet
27362 Dame Fusion Shirt blue dark,Bortkommet med restværdi,1,77,1,30155C97D461A6C001B27830,Andet
24124 Hue Flamestat sort,BTS fejl uden restværdi,1,71,1,30155C97D461A7C0014F8597,Andet
09104 Cardigan Vask,"Kass. af RETUR,MINIMU,afmeld",1,66,1,000098703428,Andet
13789 Softshell Tampa sort Indust,Bortkommet med restværdi,1,65,0,30155C97D461A4C00090848C,Andet
09104 Cardigan Vask,Udgået Model,1,56,0,000098705213,Andet
09104 Cardigan Vask,Udgået Model,1,56,0,000098705214,Andet
28823 Softshell dame sort Light,Alm.slid uden restværdi,1,41,2,30155C97D461A4C000BE793F,Andet
22323 Softshell Kiama kl2 rød/grå,Misligholdt med restværdi,1,35,2,30155C97D461A4C000942006,Andet
11361 Tunika Dame med revers hvid,Misligeholdt pga blæk,1,17,1,30155C97D461A4C00141ECB9,Andet
12612 Cardigan m/kontra uni mblå,Misligholdt med restværdi,1,10,1,00D00BAACA73,Andet
03643 Arb.Sko Al Hit 2XL+ S3HRO,Udgået Model,1,9,0,00D00AEF9C5D,Andet
04931 Knæpuder,"Kass. af RETUR,MINIMU,afmeld",1,0,0,000042844525,Andet
04931 Knæpuder,"Kass. af RETUR,MINIMU,afmeld",1,0,0,000042844532,Andet
04931 Knæpuder,"Kass. af RETUR,MINIMU,afmeld",1,0,0,000043822553,Andet
04931 Knæpuder,"Kass. af RETUR,MINIMU,afmeld",1,0,0,000043822560,Andet
04931 Knæpuder,"Kass. af RETUR,MINIMU,afmeld",1,0,0,000044342876,Andet
04931 Knæpuder,"Kass. af RETUR,MINIMU,afmeld",1,0,0,000044342883,Andet
04931 Knæpuder,"Kass. af RETUR,MINIMU,afmeld",1,0,0,000044343019,Andet
04931 Knæpuder,"Kass. af RETUR,MINIMU,afmeld",1,0,0,000044343026,Andet
04931 Knæpuder,"Kass. af RETUR,MINIMU,afmeld",1,0,0,000044343088,Andet
04931 Knæpuder,"Kass. af RETUR,MINIMU,afmeld",1,0,0,000044343095,Andet
04931 Knæpuder,"Kass. af RETUR,MINIMU,afmeld",1,0,0,000044511951,Andet
04931 Knæpuder,"Kass. af RETUR,MINIMU,afmeld",1,0,0,000044511975,Andet
04931 Knæpuder,"Kass. af RETUR,MINIMU,afmeld",1,0,0,000044610173,Andet
04931 Knæpuder,"Kass. af RETUR,MINIMU,afmeld",1,0,0,000044712570,Andet
04931 Knæpuder,"Kass. af RETUR,MINIMU,afmeld",1,0,0,000044712587,Andet
04931 Knæpuder,"Kass. af RETUR,MINIMU,afmeld",1,0,0,000044712594,Andet
04931 Knæpuder,"Kass. af RETUR,MINIMU,afmeld",1,0,0,000044712600,Andet
04931 Knæpuder,"Kass. af RETUR,MINIMU,afmeld",1,0,0,000044712617,Andet
04931 Knæpuder,"Kass. af RETUR,MINIMU,afmeld",1,0,0,000044712624,Andet
04931 Knæpuder,"Kass. af RETUR,MINIMU,afmeld",1,0,0,000044713140,Andet
04931 Knæpuder,"Kass. af RETUR,MINIMU,afmeld",1,0,0,000044713157,Andet
04931 Knæpuder,"Kass. af RETUR,MINIMU,afmeld",1,0,0,000044713164,Andet
04931 Knæpuder,"Kass. af RETUR,MINIMU,afmeld",1,0,0,000044713171,Andet
04931 Knæpuder,"Kass. af RETUR,MINIMU,afmeld",1,0,0,000044713188,Andet
04931 Knæpuder,"Kass. af RETUR,MINIMU,afmeld",1,0,0,000044713195,Andet
04931 Knæpuder,"Kass. af RETUR,MINIMU,afmeld",1,0,0,000044789329,Andet
04931 Knæpuder,"Kass. af RETUR,MINIMU,afmeld",1,0,0,000044789336,Andet
04931 Knæpuder,"Kass. af RETUR,MINIMU,afmeld",1,0,0,000044866907,Andet
04931 Knæpuder,"Kass. af RETUR,MINIMU,afmeld",1,0,0,000044925949,Andet
04931 Knæpuder,"Kass. af RETUR,MINIMU,afmeld",1,0,0,000045295379,Andet
04931 Knæpuder,"Kass. af RETUR,MINIMU,afmeld",1,0,0,000045295386,Andet
04931 Knæpuder,"Kass. af RETUR,MINIMU,afmeld",1,0,0,000045574276,Andet
04931 Knæpuder,"Kass. af RETUR,MINIMU,afmeld",1,0,0,000045574283,Andet
04931 Knæpuder,"Kass. af RETUR,MINIMU,afmeld",1,0,0,000045574290,Andet
04931 Knæpuder,"Kass. af RETUR,MINIMU,afmeld",1,0,0,000045574306,Andet
04931 Knæpuder,"Kass. af RETUR,MINIMU,afmeld",1,0,0,000045574313,Andet
04931 Knæpuder,"Kass. af RETUR,MINIMU,afmeld",1,0,0,000045574320,Andet
04931 Knæpuder,"Kass. af RETUR,MINIMU,afmeld",1,0,0,000098015576,Andet
04931 Knæpuder,"Kass. af RETUR,MINIMU,afmeld",1,0,0,000098015577,Andet
04931 Knæpuder,"Kass. af RETUR,MINIMU,afmeld",1,0,0,000098015578,Andet
04931 Knæpuder,"Kass. af RETUR,MINIMU,afmeld",1,0,0,000098028163,Andet
04931 Knæpuder,"Kass. af RETUR,MINIMU,afmeld",1,0,0,000098028164,Andet
04931 Knæpuder,"Kass. af RETUR,MINIMU,afmeld",1,0,0,000098028165,Andet
04931 Knæpuder,"Kass. af RETUR,MINIMU,afmeld",1,0,0,000098045335,Andet
04931 Knæpuder,"Kass. af RETUR,MINIMU,afmeld",1,0,0,000098045336,Andet
04931 Knæpuder,"Kass. af RETUR,MINIMU,afmeld",1,0,0,000098071455,Andet
04931 Knæpuder,"Kass. af RETUR,MINIMU,afmeld",1,0,0,000098071456,Andet
04931 Knæpuder,"Kass. af RETUR,MINIMU,afmeld",1,0,0,000098075052,Andet
04931 Knæpuder,"Kass. af RETUR,MINIMU,afmeld",1,0,0,000098075053,Andet
04931 Knæpuder,"Kass. af RETUR,MINIMU,afmeld",1,0,0,000098075054,Andet
04931 Knæpuder,"Kass. af RETUR,MINIMU,afmeld",1,0,0,000098075055,Andet
04931 Knæpuder,"Kass. af RETUR,MINIMU,afmeld",1,0,0,000098101315,Andet
04931 Knæpuder,"Kass. af RETUR,MINIMU,afmeld",1,0,0,000098101316,Andet
04931 Knæpuder,"Kass. af RETUR,MINIMU,afmeld",1,0,0,000098101317,Andet
04931 Knæpuder,"Kass. af RETUR,MINIMU,afmeld",1,0,0,000098145289,Andet
04931 Knæpuder,"Kass. af RETUR,MINIMU,afmeld",1,0,0,000098145290,Andet
04931 Knæpuder,"Kass. af RETUR,MINIMU,afmeld",1,0,0,000098145297,Andet
04931 Knæpuder,"Kass. af RETUR,MINIMU,afmeld",1,0,0,000098146419,Andet
04931 Knæpuder,"Kass. af RETUR,MINIMU,afmeld",1,0,0,000098146420,Andet
04931 Knæpuder,"Kass. af RETUR,MINIMU,afmeld",1,0,0,000098146421,Andet
04931 Knæpuder,"Kass. af RETUR,MINIMU,afmeld",1,0,0,000098146422,Andet
04931 Knæpuder,"Kass. af RETUR,MINIMU,afmeld",1,0,0,000098146423,Andet
04931 Knæpuder,"Kass. af RETUR,MINIMU,afmeld",1,0,0,000098146424,Andet
04931 Knæpuder,"Kass. af RETUR,MINIMU,afmeld",1,0,0,000098160493,Andet
04931 Knæpuder,"Kass. af RETUR,MINIMU,afmeld",1,0,0,000098160494,Andet
04931 Knæpuder,"Kass. af RETUR,MINIMU,afmeld",1,0,0,000098160495,Andet
04931 Knæpuder,"Kass. af RETUR,MINIMU,afmeld",1,0,0,000098162346,Andet
04931 Knæpuder,"Kass. af RETUR,MINIMU,afmeld",1,0,0,000098162347,Andet
04931 Knæpuder,"Kass. af RETUR,MINIMU,afmeld",1,0,0,000098162348,Andet
04931 Knæpuder,"Kass. af RETUR,MINIMU,afmeld",1,0,0,000098162349,Andet
04931 Knæpuder,"Kass. af RETUR,MINIMU,afmeld",1,0,0,000098166090,Andet
04931 Knæpuder,"Kass. af RETUR,MINIMU,afmeld",1,0,0,000098166091,Andet
04931 Knæpuder,"Kass. af RETUR,MINIMU,afmeld",1,0,0,000098166092,Andet
04931 Knæpuder,"Kass. af RETUR,MINIMU,afmeld",1,0,0,000098166122,Andet
04931 Knæpuder,"Kass. af RETUR,MINIMU,afmeld",1,0,0,000098166123,Andet
04931 Knæpuder,"Kass. af RETUR,MINIMU,afmeld",1,0,0,000098166124,Andet
04931 Knæpuder,"Kass. af RETUR,MINIMU,afmeld",1,0,0,000098168015,Andet
04931 Knæpuder,"Kass. af RETUR,MINIMU,afmeld",1,0,0,000098168016,Andet
04931 Knæpuder,"Kass. af RETUR,MINIMU,afmeld",1,0,0,000098168017,Andet
04931 Knæpuder,"Kass. af RETUR,MINIMU,afmeld",1,0,0,000098168022,Andet
04931 Knæpuder,"Kass. af RETUR,MINIMU,afmeld",1,0,0,000098168023,Andet
04931 Knæpuder,"Kass. af RETUR,MINIMU,afmeld",1,0,0,000098168024,Andet
04931 Knæpuder,"Kass. af RETUR,MINIMU,afmeld",1,0,0,000098168037,Andet
04931 Knæpuder,"Kass. af RETUR,MINIMU,afmeld",1,0,0,000098168038,Andet
04931 Knæpuder,"Kass. af RETUR,MINIMU,afmeld",1,0,0,000098168039,Andet
04931 Knæpuder,"Kass. af RETUR,MINIMU,afmeld",1,0,0,000098168040,Andet
04931 Knæpuder,"Kass. af RETUR,MINIMU,afmeld",1,0,0,000098168041,Andet
04931 Knæpuder,"Kass. af RETUR,MINIMU,afmeld",1,0,0,000098175419,Andet
04931 Knæpuder,"Kass. af RETUR,MINIMU,afmeld",1,0,0,000098175420,Andet
04931 Knæpuder,"Kass. af RETUR,MINIMU,afmeld",1,0,0,000098175454,Andet
04931 Knæpuder,"Kass. af RETUR,MINIMU,afmeld",1,0,0,000098175455,Andet
